osid_scrambled,tid_scrambled,site,shelf,path,pathindex,lim,member_list,neighbor1_final,neighbor1-lim,neighbor1_osid,date,source
afc-75de1-c0,4ca-a9c53-43,15,1,2,22,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,15-4ca-a9c53-43-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,15-4ca-a9c53-43-1-2
afc-75de1-c0,4ca-a9c53-43,15,1,1,23,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,14-c44-7ec6b-89-1-1,,afc-75de1-c0,2019/09/04,15-4ca-a9c53-43-1-1
afc-75de1-c0,4ca-a9c53-43,15,1,1,23,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,15-4ca-a9c53-43-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,15-4ca-a9c53-43-1-1
afc-75de1-c0,4ca-a9c53-43,15,1,1,23,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,15-4ca-a9c53-43-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,15-4ca-a9c53-43-1-1
afc-75de1-c0,4ca-a9c53-43,15,1,1,23,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,15-4ca-a9c53-43-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,15-4ca-a9c53-43-1-1
b7a-22d75-92,4f1-8880c-75,29,1,2,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,28-145-f5072-e1-1-1,,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-2
b7a-22d75-92,4f1-8880c-75,29,1,2,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,29-4f1-8880c-75-1-1,LIM-1-1,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-2
b7a-22d75-92,4f1-8880c-75,29,1,2,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,29-4f1-8880c-75-1-1,LIM-1-1,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-2
b7a-22d75-92,4f1-8880c-75,29,1,2,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,29-4f1-8880c-75-1-1,LIM-1-1,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-2
b7a-22d75-92,4f1-8880c-75,29,1,1,3,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,28-145-f5072-e1-1-1,,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-1
b7a-22d75-92,4f1-8880c-75,29,1,1,3,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,29-4f1-8880c-75-1-2,LIM-1-2,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-1
b7a-22d75-92,4f1-8880c-75,29,1,1,3,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,29-4f1-8880c-75-1-2,LIM-1-2,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-1
b7a-22d75-92,4f1-8880c-75,29,1,1,3,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,29-4f1-8880c-75-1-2,LIM-1-2,b7a-22d75-92,2019/09/04,29-4f1-8880c-75-1-1
afc-75de1-c0,520-45217-ff,23,1,2,6,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,22-5ae-69c45-f8-1-1,,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-2
afc-75de1-c0,520-45217-ff,23,1,2,6,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,23-520-45217-ff-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-2
afc-75de1-c0,520-45217-ff,23,1,2,6,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,23-520-45217-ff-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-2
afc-75de1-c0,520-45217-ff,23,1,2,6,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,23-520-45217-ff-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-2
afc-75de1-c0,520-45217-ff,23,1,1,7,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,22-5ae-69c45-f8-1-1,,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-1
afc-75de1-c0,520-45217-ff,23,1,1,7,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,23-520-45217-ff-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-1
afc-75de1-c0,520-45217-ff,23,1,1,7,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,23-520-45217-ff-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-1
afc-75de1-c0,520-45217-ff,23,1,1,7,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,23-520-45217-ff-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,23-520-45217-ff-1-1
886-8b883-12,5a4-b7b35-3f,1,42,8,6,,,32-125-1eceb-0e-41-2,,no value present,2019/09/04,1-5a4-b7b35-3f-42-8
afc-75de1-c0,5ae-69c45-f8,22,1,2,8,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,21-e8f-5b50a-c8-2-2,,afc-75de1-c0,2019/09/04,22-5ae-69c45-f8-1-2
afc-75de1-c0,5ae-69c45-f8,22,1,2,8,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,22-5ae-69c45-f8-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,22-5ae-69c45-f8-1-2
afc-75de1-c0,5ae-69c45-f8,22,1,2,8,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,22-5ae-69c45-f8-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,22-5ae-69c45-f8-1-2
afc-75de1-c0,5ae-69c45-f8,22,1,2,8,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,22-5ae-69c45-f8-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,22-5ae-69c45-f8-1-2
afc-75de1-c0,5ae-69c45-f8,22,1,1,9,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,21-e8f-5b50a-c8-2-2,,afc-75de1-c0,2019/09/04,22-5ae-69c45-f8-1-1
afc-75de1-c0,5ae-69c45-f8,22,1,1,9,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,22-5ae-69c45-f8-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,22-5ae-69c45-f8-1-1
afc-75de1-c0,5ae-69c45-f8,22,1,1,9,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,22-5ae-69c45-f8-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,22-5ae-69c45-f8-1-1
afc-75de1-c0,5ae-69c45-f8,22,1,1,9,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,22-5ae-69c45-f8-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,22-5ae-69c45-f8-1-1
afc-75de1-c0,5cf-022cb-bc,24,1,2,4,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,23-520-45217-ff-1-1,,afc-75de1-c0,2019/09/04,24-5cf-022cb-bc-1-2
afc-75de1-c0,5cf-022cb-bc,24,1,2,4,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,24-5cf-022cb-bc-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,24-5cf-022cb-bc-1-2
afc-75de1-c0,5cf-022cb-bc,24,1,2,4,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,24-5cf-022cb-bc-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,24-5cf-022cb-bc-1-2
afc-75de1-c0,5cf-022cb-bc,24,1,2,4,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,24-5cf-022cb-bc-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,24-5cf-022cb-bc-1-2
afc-75de1-c0,5cf-022cb-bc,24,1,1,5,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,23-520-45217-ff-1-1,,afc-75de1-c0,2019/09/04,24-5cf-022cb-bc-1-1
afc-75de1-c0,5cf-022cb-bc,24,1,1,5,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,24-5cf-022cb-bc-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,24-5cf-022cb-bc-1-1
afc-75de1-c0,5cf-022cb-bc,24,1,1,5,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,24-5cf-022cb-bc-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,24-5cf-022cb-bc-1-1
afc-75de1-c0,5cf-022cb-bc,24,1,1,5,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,24-5cf-022cb-bc-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,24-5cf-022cb-bc-1-1
b7a-22d75-92,607-4a93b-3e,108,4,1,1,LIM-4-22,LIM-4-22-8;LIM-4-22-5;OSC-4-21-1;LIM-4-22;CMD44-4-51;CMD44-4-52;WSSOPM-4-26;LIM-4-25;DSCM-4-63,29-4f1-8880c-75-1-1,,b7a-22d75-92,2019/09/04,108-607-4a93b-3e-4-1
b7a-22d75-92,607-4a93b-3e,108,4,1,1,LIM-4-22,LIM-4-22-8;LIM-4-22-5;OSC-4-21-1;LIM-4-22;CMD44-4-51;CMD44-4-52;WSSOPM-4-26;LIM-4-25;DSCM-4-63,108-607-4a93b-3e-5-12,LIM-5-24,90e-7e992-b1,2019/09/04,108-607-4a93b-3e-4-1
b7a-22d75-92,607-4a93b-3e,108,4,1,1,LIM-4-22,LIM-4-22-8;LIM-4-22-5;OSC-4-21-1;LIM-4-22;CMD44-4-51;CMD44-4-52;WSSOPM-4-26;LIM-4-25;DSCM-4-63,108-607-4a93b-3e-5-12,LIM-5-24,90e-7e992-b1,2019/09/04,108-607-4a93b-3e-4-1
b7a-22d75-92,607-4a93b-3e,108,4,1,1,LIM-4-22,LIM-4-22-8;LIM-4-22-5;OSC-4-21-1;LIM-4-22;CMD44-4-51;CMD44-4-52;WSSOPM-4-26;LIM-4-25;DSCM-4-63,108-607-4a93b-3e-5-12,LIM-5-24,90e-7e992-b1,2019/09/04,108-607-4a93b-3e-4-1
90e-7e992-b1,607-4a93b-3e,108,5,12,2,LIM-5-24,LIM-5-24-8;LIM-5-24-5;LIM-5-24;CMD44-5-51;CMD44-5-52;WSSOPM-5-27;BMD-5-55;BMD-5-57;LIM-5-23,109-3ba-b0f8b-72-9-11,,no value present,2019/09/04,108-607-4a93b-3e-5-12
90e-7e992-b1,607-4a93b-3e,108,5,12,2,LIM-5-24,LIM-5-24-8;LIM-5-24-5;LIM-5-24;CMD44-5-51;CMD44-5-52;WSSOPM-5-27;BMD-5-55;BMD-5-57;LIM-5-23,108-607-4a93b-3e-4-1,LIM-4-22,b7a-22d75-92,2019/09/04,108-607-4a93b-3e-5-12
90e-7e992-b1,607-4a93b-3e,108,5,12,2,LIM-5-24,LIM-5-24-8;LIM-5-24-5;LIM-5-24;CMD44-5-51;CMD44-5-52;WSSOPM-5-27;BMD-5-55;BMD-5-57;LIM-5-23,108-607-4a93b-3e-4-1,LIM-4-22,b7a-22d75-92,2019/09/04,108-607-4a93b-3e-5-12
90e-7e992-b1,607-4a93b-3e,108,5,12,2,LIM-5-24,LIM-5-24-8;LIM-5-24-5;LIM-5-24;CMD44-5-51;CMD44-5-52;WSSOPM-5-27;BMD-5-55;BMD-5-57;LIM-5-23,108-607-4a93b-3e-4-1,LIM-4-22,b7a-22d75-92,2019/09/04,108-607-4a93b-3e-5-12
db7-10189-bd,607-4a93b-3e,108,1,4,2,LIM-1-24,LIM-1-24-8;LIM-1-24-5;LIM-1-24;CMD44-1-51;CMD44-1-52;WSSOPM-1-26;BMD-1-57;LIM-1-25;SLIC-1-31,109-041-7c224-89-2-1,,db7-10189-bd,2019/09/04,108-607-4a93b-3e-1-4
db7-10189-bd,607-4a93b-3e,108,1,4,2,LIM-1-24,LIM-1-24-8;LIM-1-24-5;LIM-1-24;CMD44-1-51;CMD44-1-52;WSSOPM-1-26;BMD-1-57;LIM-1-25;SLIC-1-31,108-607-4a93b-3e-4-1,LIM-4-22,b7a-22d75-92,2019/09/04,108-607-4a93b-3e-1-4
db7-10189-bd,607-4a93b-3e,108,1,4,2,LIM-1-24,LIM-1-24-8;LIM-1-24-5;LIM-1-24;CMD44-1-51;CMD44-1-52;WSSOPM-1-26;BMD-1-57;LIM-1-25;SLIC-1-31,108-607-4a93b-3e-4-1,LIM-4-22,b7a-22d75-92,2019/09/04,108-607-4a93b-3e-1-4
db7-10189-bd,607-4a93b-3e,108,1,4,2,LIM-1-24,LIM-1-24-8;LIM-1-24-5;LIM-1-24;CMD44-1-51;CMD44-1-52;WSSOPM-1-26;BMD-1-57;LIM-1-25;SLIC-1-31,108-607-4a93b-3e-4-1,LIM-4-22,b7a-22d75-92,2019/09/04,108-607-4a93b-3e-1-4
971-e0858-8d,619-50376-85,17,41,3,4,,,18-2a7-17904-98-41-2,,no value present,2019/09/04,17-619-50376-85-41-3
971-e0858-8d,619-50376-85,17,41,3,4,,,17-619-50376-85-41-2,,971-e0858-8d,2019/09/04,17-619-50376-85-41-3
971-e0858-8d,619-50376-85,17,41,3,4,,,17-619-50376-85-41-2,,971-e0858-8d,2019/09/04,17-619-50376-85-41-3
971-e0858-8d,619-50376-85,17,41,3,4,,,17-619-50376-85-41-2,,971-e0858-8d,2019/09/04,17-619-50376-85-41-3
971-e0858-8d,619-50376-85,17,41,2,5,,,18-2a7-17904-98-41-2,,no value present,2019/09/04,17-619-50376-85-41-2
971-e0858-8d,619-50376-85,17,41,2,5,,,17-619-50376-85-41-3,,971-e0858-8d,2019/09/04,17-619-50376-85-41-2
971-e0858-8d,619-50376-85,17,41,2,5,,,17-619-50376-85-41-3,,971-e0858-8d,2019/09/04,17-619-50376-85-41-2
971-e0858-8d,619-50376-85,17,41,2,5,,,17-619-50376-85-41-3,,971-e0858-8d,2019/09/04,17-619-50376-85-41-2
271-2a66c-4a,638-f8053-c9,100,21,4,2,LIM-21-24,LIM-21-24-8;ISS-21-22-3;LIM-21-24;WSSOPM-21-27;BMD-21-55;BMD-21-57;LIM-21-23;ISS-21-22,101-b8d-bc4c5-27-21-1,,no value present,2019/09/04,100-638-f8053-c9-21-4
271-2a66c-4a,638-f8053-c9,100,21,4,2,LIM-21-24,LIM-21-24-8;ISS-21-22-3;LIM-21-24;WSSOPM-21-27;BMD-21-55;BMD-21-57;LIM-21-23;ISS-21-22,100-638-f8053-c9-21-1,LIM-21-36,ce5-53ab8-1a,2019/09/04,100-638-f8053-c9-21-4
271-2a66c-4a,638-f8053-c9,100,21,4,2,LIM-21-24,LIM-21-24-8;ISS-21-22-3;LIM-21-24;WSSOPM-21-27;BMD-21-55;BMD-21-57;LIM-21-23;ISS-21-22,100-638-f8053-c9-21-1,LIM-21-36,ce5-53ab8-1a,2019/09/04,100-638-f8053-c9-21-4
271-2a66c-4a,638-f8053-c9,100,21,4,2,LIM-21-24,LIM-21-24-8;ISS-21-22-3;LIM-21-24;WSSOPM-21-27;BMD-21-55;BMD-21-57;LIM-21-23;ISS-21-22,100-638-f8053-c9-21-1,LIM-21-36,ce5-53ab8-1a,2019/09/04,100-638-f8053-c9-21-4
ce5-53ab8-1a,638-f8053-c9,100,21,1,1,LIM-21-36,LIM-21-36-8;LIM-21-36-5;OSC-21-37-1;LIM-21-36;WSSOPM-21-31,110-085-4f750-73-22-4,,no value present,2019/09/04,100-638-f8053-c9-21-1
ce5-53ab8-1a,638-f8053-c9,100,21,1,1,LIM-21-36,LIM-21-36-8;LIM-21-36-5;OSC-21-37-1;LIM-21-36;WSSOPM-21-31,100-638-f8053-c9-21-4,LIM-21-24,271-2a66c-4a,2019/09/04,100-638-f8053-c9-21-1
ce5-53ab8-1a,638-f8053-c9,100,21,1,1,LIM-21-36,LIM-21-36-8;LIM-21-36-5;OSC-21-37-1;LIM-21-36;WSSOPM-21-31,100-638-f8053-c9-21-4,LIM-21-24,271-2a66c-4a,2019/09/04,100-638-f8053-c9-21-1
ce5-53ab8-1a,638-f8053-c9,100,21,1,1,LIM-21-36,LIM-21-36-8;LIM-21-36-5;OSC-21-37-1;LIM-21-36;WSSOPM-21-31,100-638-f8053-c9-21-4,LIM-21-24,271-2a66c-4a,2019/09/04,100-638-f8053-c9-21-1
014-73fda-71,642-15727-b8,3,4,4,8,LIM-4-2,LIM-4-2-8;LIM-4-2-5;OSC-4-4-21;LIM-4-2;GMD-4-4;CMD8-4-5;CMD8-4-6;CMD8-4-7,35-e69-ef966-a8-1-1,,014-73fda-71,2019/09/04,3-642-15727-b8-4-4
afc-75de1-c0,64a-a9f8d-df,21,1,1,11,LIM-1-2,STO-TERM2-2-1;LIM-1-2-8;LIM-1-2-5;OSC-1-4-21;LIM-1-2;GMD-1-4,21-e8f-5b50a-c8-2-2,,afc-75de1-c0,2019/09/04,21-64a-a9f8d-df-1-1
4ec-ccae1-3e,651-f4b84-21,11,41,1,1,,,10-7e5-7168f-b0-41-2,,no value present,2019/09/04,11-651-f4b84-21-41-1
4ec-ccae1-3e,651-f4b84-21,11,41,1,1,,,11-651-f4b84-21-41-4,,971-e0858-8d,2019/09/04,11-651-f4b84-21-41-1
4ec-ccae1-3e,651-f4b84-21,11,41,1,1,,,11-651-f4b84-21-41-4,,971-e0858-8d,2019/09/04,11-651-f4b84-21-41-1
4ec-ccae1-3e,651-f4b84-21,11,41,1,1,,,11-651-f4b84-21-41-4,,971-e0858-8d,2019/09/04,11-651-f4b84-21-41-1
971-e0858-8d,651-f4b84-21,11,41,4,16,,,12-769-e3574-23-41-2,,no value present,2019/09/04,11-651-f4b84-21-41-4
971-e0858-8d,651-f4b84-21,11,41,4,16,,,11-651-f4b84-21-41-1,,4ec-ccae1-3e,2019/09/04,11-651-f4b84-21-41-4
971-e0858-8d,651-f4b84-21,11,41,4,16,,,11-651-f4b84-21-41-1,,4ec-ccae1-3e,2019/09/04,11-651-f4b84-21-41-4
971-e0858-8d,651-f4b84-21,11,41,4,16,,,11-651-f4b84-21-41-1,,4ec-ccae1-3e,2019/09/04,11-651-f4b84-21-41-4
afc-75de1-c0,695-aa77b-8f,17,2,2,18,LIM-2-2,BIG-CDGFF1-1-1;LIM-2-2-8;LIM-2-2-5;OSC-2-4-21;LIM-2-2;GMD-2-4,17-4a2-3985c-eb-1-1,,afc-75de1-c0,2019/09/04,17-695-aa77b-8f-2-2
971-e0858-8d,6a6-6d503-f5,15,41,3,8,,,16-995-a5056-33-41-2,,no value present,2019/09/04,15-6a6-6d503-f5-41-3
971-e0858-8d,6a6-6d503-f5,15,41,3,8,,,15-6a6-6d503-f5-41-2,,971-e0858-8d,2019/09/04,15-6a6-6d503-f5-41-3
971-e0858-8d,6a6-6d503-f5,15,41,3,8,,,15-6a6-6d503-f5-41-2,,971-e0858-8d,2019/09/04,15-6a6-6d503-f5-41-3
971-e0858-8d,6a6-6d503-f5,15,41,3,8,,,15-6a6-6d503-f5-41-2,,971-e0858-8d,2019/09/04,15-6a6-6d503-f5-41-3
971-e0858-8d,6a6-6d503-f5,15,41,2,9,,,16-995-a5056-33-41-2,,no value present,2019/09/04,15-6a6-6d503-f5-41-2
971-e0858-8d,6a6-6d503-f5,15,41,2,9,,,15-6a6-6d503-f5-41-3,,971-e0858-8d,2019/09/04,15-6a6-6d503-f5-41-2
971-e0858-8d,6a6-6d503-f5,15,41,2,9,,,15-6a6-6d503-f5-41-3,,971-e0858-8d,2019/09/04,15-6a6-6d503-f5-41-2
971-e0858-8d,6a6-6d503-f5,15,41,2,9,,,15-6a6-6d503-f5-41-3,,971-e0858-8d,2019/09/04,15-6a6-6d503-f5-41-2
636-67923-96,6f8-64e93-88,110,5,2,2,LIM-5-24,LIM-5-24-8;ISS-5-22-3;LIM-5-24;WSSOPM-5-27;BMD-5-55;BMD-5-57;LIM-5-23;ISS-5-22,109-3ba-b0f8b-72-10-1,,no value present,2019/09/04,110-6f8-64e93-88-5-2
636-67923-96,6f8-64e93-88,110,5,2,2,LIM-5-24,LIM-5-24-8;ISS-5-22-3;LIM-5-24;WSSOPM-5-27;BMD-5-55;BMD-5-57;LIM-5-23;ISS-5-22,110-6f8-64e93-88-1-4,LIM-1-2,c45-bec97-ac,2019/09/04,110-6f8-64e93-88-5-2
636-67923-96,6f8-64e93-88,110,5,2,2,LIM-5-24,LIM-5-24-8;ISS-5-22-3;LIM-5-24;WSSOPM-5-27;BMD-5-55;BMD-5-57;LIM-5-23;ISS-5-22,110-6f8-64e93-88-1-4,LIM-1-2,c45-bec97-ac,2019/09/04,110-6f8-64e93-88-5-2
636-67923-96,6f8-64e93-88,110,5,2,2,LIM-5-24,LIM-5-24-8;ISS-5-22-3;LIM-5-24;WSSOPM-5-27;BMD-5-55;BMD-5-57;LIM-5-23;ISS-5-22,110-6f8-64e93-88-1-4,LIM-1-2,c45-bec97-ac,2019/09/04,110-6f8-64e93-88-5-2
c45-bec97-ac,6f8-64e93-88,110,1,4,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-1-1;LIM-1-2;CMD44-1-84;CMD44-1-83;WSSOPM-1-3,100-f27-6a61c-a9-1-1,,c45-bec97-ac,2019/09/04,110-6f8-64e93-88-1-4
c45-bec97-ac,6f8-64e93-88,110,1,4,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-1-1;LIM-1-2;CMD44-1-84;CMD44-1-83;WSSOPM-1-3,110-6f8-64e93-88-5-2,LIM-5-24,636-67923-96,2019/09/04,110-6f8-64e93-88-1-4
c45-bec97-ac,6f8-64e93-88,110,1,4,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-1-1;LIM-1-2;CMD44-1-84;CMD44-1-83;WSSOPM-1-3,110-6f8-64e93-88-5-2,LIM-5-24,636-67923-96,2019/09/04,110-6f8-64e93-88-1-4
c45-bec97-ac,6f8-64e93-88,110,1,4,2,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-1-1;LIM-1-2;CMD44-1-84;CMD44-1-83;WSSOPM-1-3,110-6f8-64e93-88-5-2,LIM-5-24,636-67923-96,2019/09/04,110-6f8-64e93-88-1-4
014-73fda-71,766-f3051-d7,36,1,2,4,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,35-e69-ef966-a8-1-1,,014-73fda-71,2019/09/04,36-766-f3051-d7-1-2
014-73fda-71,766-f3051-d7,36,1,2,4,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,36-766-f3051-d7-1-1,LIM-1-1,014-73fda-71,2019/09/04,36-766-f3051-d7-1-2
014-73fda-71,766-f3051-d7,36,1,2,4,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,36-766-f3051-d7-1-1,LIM-1-1,014-73fda-71,2019/09/04,36-766-f3051-d7-1-2
014-73fda-71,766-f3051-d7,36,1,2,4,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,36-766-f3051-d7-1-1,LIM-1-1,014-73fda-71,2019/09/04,36-766-f3051-d7-1-2
014-73fda-71,766-f3051-d7,36,1,1,5,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,35-e69-ef966-a8-1-1,,014-73fda-71,2019/09/04,36-766-f3051-d7-1-1
014-73fda-71,766-f3051-d7,36,1,1,5,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,36-766-f3051-d7-1-2,LIM-1-2,014-73fda-71,2019/09/04,36-766-f3051-d7-1-1
